A,B,C,D
1662,b,91,B
1663,b,189,C
1664,d,73,C
1665,c,18,A
1666,a,28,C
1667,a,178,B
1668,c,136,B
1669,d,20,C
1670,c,193,A
1671,b,167,B
1672,b,37,A
1673,b,31,C
1674,d,11,A
1675,c,27,B
1676,c,76,C
1677,c,39,C
1678,d,148,C
1679,e,5,A
1680,b,151,A
1681,d,46,C
1682,a,170,C
1683,c,185,C
1684,a,176,C
1685,d,162,A
1686,b,71,B
1687,d,43,A
1688,e,36,A
1689,e,115,B
1690,e,192,B
1691,d,64,B
1692,a,61,A
1693,b,56,A
1694,c,171,A
1695,a,69,B
1696,d,137,B
1697,a,114,C
1698,b,195,A
1699,d,129,A
1700,d,31,A
1701,a,74,C
1702,a,153,C
1703,b,164,B
1704,b,29,B
1705,a,70,A
1706,e,129,B
1707,a,56,A
1708,d,85,C
1709,d,104,A
1710,b,186,A
1711,b,1,B
1712,b,198,A
1713,b,199,C
1714,d,36,B
1715,a,20,A
1716,e,72,B
1717,b,50,B
1718,d,49,B
1719,a,38,C
1720,a,73,B
1721,c,42,A
1722,e,112,B
1723,e,80,B
1724,c,171,A
1725,b,37,C
1726,d,25,A
1727,a,61,A
1728,a,81,A
1729,c,150,A
1730,e,53,A
1731,a,200,B
1732,c,31,B
1733,d,49,C
1734,c,177,B
1735,d,200,B
1736,a,93,B
1737,c,111,B
1738,d,86,B
1739,e,88,B
1740,d,40,C
1741,e,1,C
1742,e,185,A
1743,e,12,C
1744,b,72,B
1745,d,199,A
1746,a,157,A
1747,b,61,A
1748,e,79,A
1749,a,156,C
1750,b,60,C
1751,d,20,C
1752,c,177,A
1753,a,72,A
1754,a,34,A
1755,c,171,A
1756,a,162,A
1757,a,137,B
1758,d,199,B
1759,a,106,C
1760,d,55,A
1761,a,49,A
1762,a,165,A
1763,a,58,B
1764,d,31,C
1765,e,65,C
1766,a,112,A
1767,b,32,B
1768,b,119,C
1769,b,172,A
1770,b,59,C
1771,e,36,A
1772,b,128,C
1773,a,39,A
1774,b,151,A
1775,b,81,B
1776,d,47,C
1777,c,140,C
1778,b,49,B
1779,a,159,B
1780,e,125,A
1781,c,17,C
1782,c,6,C
1783,a,3,B
1784,e,55,B
1785,b,105,A
1786,b,195,B
1787,e,63,A
1788,c,63,B
1789,b,13,A
1790,b,29,B
1791,c,127,C
1792,c,18,A
1793,d,184,B
1794,c,86,A
1795,e,140,A
1796,a,30,A
1797,d,174,C
1798,d,128,B
1799,d,6,B
1800,b,178,B
1801,d,192,A
1802,e,152,C
1803,d,189,A
1804,a,130,C
1805,e,182,A
1806,c,5,B
1807,d,168,C
1808,e,24,C
1809,e,7,A
1810,d,29,C
1811,b,9,A
1812,a,24,C
1813,b,175,C
1814,a,162,B
1815,b,194,C
1816,a,176,A
1817,a,66,B
1818,a,195,C
1819,a,156,B
1820,a,71,C
1821,d,86,B
1822,e,165,A
1823,d,50,A
1824,d,42,B
1825,e,142,A
1826,b,139,A
1827,a,87,C
1828,e,67,C
1829,e,109,A
1830,a,140,A
1831,b,167,B
1832,c,34,B
1833,e,179,A
1834,d,147,A
1835,a,35,C
1836,e,124,C
1837,c,107,A
1838,c,62,B
1839,c,20,A
1840,a,154,C
1841,b,109,B
1842,e,77,A
1843,b,118,A
1844,c,25,A
1845,b,21,A
1846,b,194,C
1847,b,44,C
1848,c,106,A
1849,c,106,A
1850,d,145,C
1851,c,137,B
1852,a,83,B
1853,d,20,B
1854,b,128,A
1855,e,58,C
1856,c,120,A
1857,e,168,C
1858,e,60,C
1859,c,107,B
1860,d,180,B
1861,b,36,C
1862,c,140,B
1863,d,127,B
1864,b,138,A
1865,d,140,B
1866,e,114,C
1867,b,164,A
1868,e,39,C
1869,a,93,B
1870,a,19,A
1871,e,145,B
1872,c,37,A
1873,b,150,A
1874,b,23,B
1875,b,3,A
1876,a,154,A
1877,c,75,A
1878,a,112,C
1879,d,185,C
1880,d,100,C
1881,a,80,B
1882,a,74,B
1883,b,199,C
1884,d,86,C
1885,a,80,C
1886,c,38,B
1887,e,129,C
1888,b,43,A
1889,a,88,C
1890,a,94,B
1891,d,73,A
1892,b,72,A
1893,b,84,C
1894,b,39,C
1895,e,66,C
1896,c,72,B
1897,b,72,B
1898,b,4,A
1899,d,53,C
1900,b,118,A
1901,d,53,B
1902,b,129,B
1903,c,52,C
1904,a,149,C
1905,a,149,C
1906,b,64,A
1907,c,171,C
1908,b,56,A
1909,e,57,B
1910,a,33,B
1911,d,151,A
1912,c,193,A
1913,b,196,C
1914,d,88,C
1915,e,164,B
1916,b,7,C
1917,c,196,C
1918,b,196,A
1919,a,95,C
1920,d,46,A
1921,d,44,B
1922,b,37,A
1923,a,88,C
1924,c,2,B
1925,a,92,B
1926,a,37,A
1927,c,182,A
1928,b,142,C
1929,a,109,C
1930,d,186,C
1931,d,143,B
1932,a,197,C
1933,c,17,C
1934,d,44,B
1935,c,183,C
1936,e,140,B
1937,e,98,B
1938,d,160,C
1939,c,46,A
1940,c,193,B
1941,b,117,A
1942,e,108,C
1943,a,156,A
1944,e,141,B
1945,a,97,C
1946,e,170,C
1947,e,61,A
1948,d,4,C
1949,e,33,A
1950,a,47,A
1951,a,21,B
1952,d,32,A
1953,c,89,B
1954,e,156,A
1955,a,63,B
1956,b,68,C
1957,c,20,B
1958,c,195,C
1959,c,20,A
1960,a,195,C
1961,b,48,C
1962,e,191,B
1963,c,53,C
1964,e,198,A
1965,d,165,C
1966,a,70,B
1967,d,122,A
1968,e,45,A
1969,b,137,A
1970,b,138,A
1971,d,41,B
1972,b,13,A
1973,d,82,C
1974,b,177,A
1975,c,150,B
1976,e,42,B
1977,e,40,B
1978,d,176,B
1979,c,84,A
1980,b,148,A
1981,b,89,C
1982,a,10,C
1983,a,23,B
1984,c,158,B
1985,d,14,C
1986,e,30,B
1987,e,169,B
1988,b,116,C
1989,b,148,A
1990,a,79,C
1991,b,156,B
1992,d,56,B
1993,b,129,B
1994,d,83,A
1995,b,169,B
1996,c,159,B
1997,b,169,A
1998,c,34,A
1999,d,94,C
2000,b,20,A
2001,b,12,A
2002,b,105,A
2003,d,110,B
2004,e,193,B
2005,b,91,A
2006,c,30,B
2007,b,118,C
2008,e,74,A
2009,b,62,C
2010,c,172,C
2011,a,142,C
2012,a,150,C
2013,c,106,C
2014,b,37,C
2015,b,169,A
2016,b,139,C
2017,e,112,C
2018,d,56,C
2019,d,164,C
2020,b,68,C
2021,c,53,C
2022,c,157,A
2023,e,174,A
2024,a,43,C
2025,d,43,B
2026,c,175,C
2027,e,122,C
2028,d,179,A
2029,d,173,C
2030,e,43,A
2031,e,46,B
2032,d,97,B
2033,b,13,A
2034,c,97,C
2035,e,50,C
2036,e,166,B
2037,b,197,A
2038,c,139,B
2039,e,176,C
2040,a,22,A
2041,b,191,A
2042,c,79,A
2043,d,139,B
2044,e,55,A
2045,d,17,B
2046,e,119,C
2047,a,44,B
2048,e,104,A
2049,c,91,C
2050,e,150,C
2051,a,109,B
2052,a,123,B
2053,d,181,C
2054,b,182,B
2055,c,51,A
2056,d,176,A
2057,e,195,C
2058,c,115,B
2059,d,110,B
2060,e,170,A
2061,d,83,B
2062,a,189,C
2063,d,107,C
2064,a,23,C
2065,a,185,A
2066,e,64,B
2067,a,45,C
2068,d,47,B
2069,e,50,A
2070,b,167,B
2071,e,54,C
2072,c,69,B
2073,d,16,C
2074,e,49,B
2075,b,130,C
2076,c,62,A
2077,a,173,A
2078,b,140,A
2079,c,8,A
2080,d,124,B
2081,e,49,A
2082,a,165,B
2083,d,116,B
2084,d,19,B
2085,d,50,C
2086,e,24,A
2087,c,129,B
2088,e,189,C
2089,c,138,C
2090,d,72,B
2091,e,45,A
2092,d,35,B
2093,e,30,A
2094,d,77,A
2095,e,183,C
2096,d,45,A
2097,a,187,B
2098,b,112,B
2099,a,59,B
2100,c,130,C
2101,b,172,A
2102,a,54,A
2103,a,164,B
2104,a,183,C
2105,b,18,A
2106,c,17,B
2107,c,53,C
2108,a,97,C
2109,c,142,A
2110,a,107,B
2111,a,60,C
2112,c,33,C
2113,b,147,C
2114,b,147,A
2115,a,66,C
2116,a,14,B
2117,c,91,B
2118,b,117,B
2119,d,115,A
2120,b,43,A
2121,d,57,B
2122,b,106,C
2123,c,137,C
2124,e,40,A
2125,b,22,A
2126,e,4,B
2127,b,49,B
2128,c,45,C
2129,c,24,C
2130,c,2,A
2131,e,41,A
2132,b,180,B
2133,d,22,A
2134,c,102,C
2135,d,98,B
2136,e,43,B
2137,d,129,C
2138,c,176,C
2139,b,175,C
2140,d,33,C
2141,a,90,A
2142,a,94,B
2143,c,179,C
2144,e,1,B
2145,d,127,A
2146,b,161,A
2147,e,93,B
2148,d,59,C
2149,d,180,B
2150,d,132,C
2151,e,135,C
2152,d,26,C
2153,d,95,B
2154,c,69,A
2155,d,31,A
2156,e,152,B
2157,b,41,A
2158,e,17,A
2159,e,104,C
2160,d,151,C
2161,a,2,A
2162,d,57,B
2163,b,64,B
2164,b,82,C
2165,e,22,C
2166,c,78,A
2167,a,32,A
2168,b,136,A
2169,a,186,B
2170,d,2,B
2171,c,11,A
2172,e,136,C
2173,a,172,A
2174,c,13,C
2175,e,196,C
2176,b,187,A
2177,d,29,B
2178,b,184,B
2179,a,158,A
2180,b,159,C
2181,e,188,C
2182,c,156,C
2183,b,68,C
2184,c,58,B
2185,e,84,B
2186,b,37,B
2187,a,127,C
2188,c,93,B
2189,b,152,A
2190,c,152,C
2191,e,59,C
2192,c,117,B
2193,d,57,C
2194,e,27,C
2195,a,5,B
2196,b,71,B
2197,c,16,C
2198,e,150,B
2199,e,61,C
2200,b,193,C
2201,d,68,A
2202,a,41,B
2203,b,24,C
2204,b,128,C
2205,e,66,B
2206,d,169,A
2207,e,80,C
2208,a,94,C
2209,c,46,A
2210,e,89,A
2211,e,28,A
2212,d,155,A
2213,d,20,A
2214,d,69,C
2215,c,62,B
2216,a,32,C
2217,b,9,C
2218,a,39,B
2219,a,20,B
2220,a,121,A
2221,b,44,A
2222,e,200,B
2223,d,51,A
2224,c,149,B
2225,e,159,B
2226,e,76,A
2227,d,154,B
2228,e,62,B
2229,d,164,C
2230,a,191,A
2231,e,196,B
2232,d,40,B
2233,b,137,C
2234,b,97,C
2235,e,194,B
2236,c,13,B
2237,c,177,C
2238,c,71,A
2239,b,81,C
2240,d,169,B
2241,c,74,B
2242,e,81,A
2243,a,102,A
2244,e,162,C
2245,b,148,C
2246,c,175,C
2247,c,42,A
2248,c,173,B
2249,b,51,B
2250,a,137,B
2251,d,48,C
2252,b,197,B
2253,c,23,A
2254,e,182,A
2255,d,173,C
2256,a,79,C
2257,a,134,C
2258,b,197,A
2259,b,106,C
2260,e,41,A
2261,a,184,B
2262,b,171,A
2263,a,2,B
2264,e,17,C
2265,b,193,B
2266,b,156,A
2267,c,56,C
2268,a,107,C
2269,c,172,B
2270,b,196,C
2271,e,77,A
2272,e,108,B
2273,c,10,C
2274,a,160,C
2275,b,177,A
2276,d,10,A
2277,d,2,C
2278,a,187,A
2279,d,117,B
2280,e,51,C
2281,e,140,A
2282,e,165,B
2283,e,182,C
2284,a,33,A
2285,a,108,C
2286,e,61,A
2287,c,159,B
2288,a,141,A
2289,a,14,B
2290,b,43,B
2291,d,181,B
2292,a,63,C
2293,b,199,A
2294,b,176,C
2295,b,80,B
2296,b,81,C
2297,e,133,B
2298,c,21,A
2299,e,180,B
2300,c,76,B
2301,d,18,C
2302,d,11,B
2303,e,26,C
2304,e,19,B
2305,d,100,B
2306,d,2,B
2307,a,35,B
2308,e,13,A
2309,a,58,A
2310,e,174,C
2311,d,133,B
2312,e,12,C
2313,d,118,A
2314,b,196,B
2315,d,131,B
2316,a,157,C
2317,b,60,B
2318,a,21,A
2319,c,71,C
2320,d,44,A
2321,e,19,A
2322,a,192,C
2323,a,128,C
2324,c,59,C
2325,a,193,B
2326,a,195,A
2327,d,32,C
2328,e,96,A
2329,a,172,C
2330,e,191,B
2331,d,192,A
2332,b,90,B
2333,b,120,A
2334,a,151,B
2335,c,145,C
2336,b,56,B
2337,d,34,A
2338,a,162,A
2339,c,26,A
2340,c,56,B
2341,c,17,C
2342,b,134,C
2343,b,38,B
2344,b,116,A
2345,c,20,A
2346,d,8,B
2347,c,24,A
2348,d,109,C
2349,e,62,C
2350,c,155,A
2351,b,160,C
2352,c,109,A
2353,c,192,B
2354,d,172,C
2355,e,106,A
2356,e,109,A
2357,a,186,A
2358,b,123,B
2359,e,7,C
2360,c,93,C
2361,c,177,C
2362,d,30,C
2363,c,175,B
2364,b,85,B
2365,d,176,C
2366,d,191,C
2367,e,117,B
2368,b,18,C
2369,e,153,B
2370,c,61,A
2371,c,43,C
2372,c,129,C
2373,e,52,C
2374,d,199,C
2375,b,196,B
2376,a,21,A
2377,c,29,B
2378,e,14,B
2379,d,137,C
2380,e,106,A
2381,d,44,C
2382,e,51,B
2383,c,44,C
2384,c,2,A
2385,a,168,A
2386,d,2,C
2387,e,36,B
2388,a,2,A
2389,a,28,A
2390,b,48,B
2391,e,28,A
2392,e,93,C
2393,d,186,B
2394,c,114,C
2395,c,49,A
2396,c,148,A
2397,e,127,C
2398,d,51,B
2399,a,186,A
2400,c,84,A
2401,b,109,A
2402,b,141,A
2403,a,164,C
2404,b,125,C
2405,b,103,A
2406,d,17,A
2407,d,92,A
2408,a,69,C
2409,d,6,B
2410,e,179,A
2411,e,193,B
2412,d,51,C
2413,d,5,A
2414,c,17,B
2415,a,110,B
2416,d,72,C
2417,a,23,A
2418,d,109,C
2419,c,82,C
2420,d,77,A
2421,b,20,B
2422,b,142,C
2423,c,179,C
2424,d,113,A
2425,e,31,C
2426,b,58,B
2427,b,30,B
2428,d,105,C
2429,b,159,A
2430,b,40,A
2431,a,170,B
2432,e,180,B
2433,a,125,C
2434,d,126,C
2435,d,166,A
2436,e,187,C
2437,e,90,A
2438,a,127,A
2439,e,4,A
2440,b,186,A
2441,c,131,C
2442,d,15,B
2443,a,51,A
2444,c,175,C
2445,c,32,C
2446,e,78,B
2447,d,152,C
2448,d,198,B
2449,a,157,A
2450,c,200,C
2451,c,65,C
2452,d,78,C
2453,d,157,B
2454,d,150,A
2455,c,66,A
2456,c,133,A
2457,a,1,B
2458,d,197,B
2459,c,200,C
2460,b,148,B
2461,c,182,B
2462,a,45,B
2463,e,59,C
2464,c,183,A
2465,e,36,A
2466,e,67,B
2467,b,170,B
2468,a,72,B
2469,c,176,B
2470,b,177,B
2471,d,47,C
2472,a,108,B
2473,d,41,C
2474,e,173,C
2475,a,93,A
2476,e,133,B
2477,b,71,A
2478,a,83,C
2479,c,49,C
2480,e,119,C
2481,e,54,B
2482,c,94,C
2483,c,110,C
2484,d,81,C
2485,c,82,B
2486,a,20,C
2487,c,94,B
2488,a,142,A
2489,d,92,A
2490,a,166,C
2491,e,25,C
2492,c,15,B
2493,b,50,A
2494,a,148,A
2495,a,14,B
2496,d,125,A
2497,e,134,C
2498,b,133,C
2499,c,13,C
2500,b,61,B
2501,a,82,C
2502,b,161,B
2503,a,117,C
2504,c,4,A
2505,b,63,A
2506,c,74,C
2507,a,33,B
2508,a,192,B
2509,d,29,C
2510,b,186,C
2511,b,32,B
2512,a,31,B
2513,b,19,A
2514,d,22,B
2515,b,16,A
2516,c,36,A
2517,d,100,B
2518,a,100,A
2519,a,124,B
2520,c,158,B
2521,b,123,C
2522,d,118,A
2523,c,85,C
2524,e,29,A
2525,d,58,A
2526,d,105,C
2527,d,196,B
2528,c,2,C
2529,e,23,B
2530,a,40,A
2531,c,200,A
2532,d,36,B
2533,d,92,C
2534,a,139,C
2535,b,142,B
2536,e,119,A
2537,c,44,A
2538,b,34,A
2539,e,103,A
2540,d,99,C
2541,c,23,B
2542,d,150,C
2543,c,91,C
2544,a,68,B
2545,a,22,C
2546,b,89,A
2547,e,71,B
2548,b,189,B
2549,e,111,C
2550,c,123,B
2551,d,143,A
2552,c,31,B
2553,a,184,B
2554,e,91,B
2555,d,195,A
2556,d,132,B
2557,e,193,B
2558,a,179,A
2559,d,189,C
2560,d,148,B
2561,e,176,A
2562,e,76,A
2563,b,12,B
2564,b,136,A
2565,d,51,A
2566,a,66,A
2567,e,43,C
2568,a,85,A
2569,b,64,A
2570,c,155,A
2571,c,170,C
2572,e,71,C
2573,d,129,C
2574,b,120,A
2575,a,183,C
2576,d,130,A
2577,d,52,B
2578,e,198,C
2579,a,120,B
2580,d,86,A
2581,c,138,C
2582,c,120,C
2583,b,144,C
2584,c,139,B
2585,a,24,A
2586,d,73,A
2587,c,190,B
2588,a,26,A
2589,e,42,A
2590,a,107,C
2591,e,96,B
2592,c,125,B
2593,c,126,A
2594,c,77,C
2595,c,63,A
2596,d,104,B
2597,c,133,A
2598,c,78,C
2599,c,156,A
2600,b,164,B
2601,a,103,C
2602,b,31,B
2603,c,126,A
2604,d,74,B
2605,a,153,C
2606,e,173,C
2607,e,64,B
2608,c,12,B
2609,b,156,A
2610,d,45,B
2611,b,95,A
2612,c,66,C
2613,a,57,C
2614,b,119,C
2615,b,80,B
2616,d,128,C
2617,b,139,A
2618,e,23,B
2619,b,66,C
2620,c,102,B
2621,d,152,C
2622,a,134,A
2623,e,47,C
2624,d,77,B
2625,b,37,C
2626,c,57,C
2627,b,8,A
2628,d,63,B
2629,b,148,C
2630,b,176,B
2631,a,103,B
2632,b,184,B
2633,e,20,C
2634,c,134,C
2635,e,28,B
2636,a,156,C
2637,a,172,A
2638,d,59,A
2639,a,31,A
2640,a,39,B
2641,a,60,B
2642,d,76,C
2643,a,103,C
2644,c,99,A
2645,a,36,A
2646,a,187,C
2647,a,183,B
2648,c,198,A
2649,a,125,A
2650,e,4,B
2651,c,106,B
2652,b,189,C
2653,b,84,A
2654,c,194,A
2655,c,118,C
2656,a,21,A
2657,e,160,B
2658,d,159,C
2659,d,71,B
2660,a,156,B
2661,d,11,C
2662,c,155,C
2663,c,72,C
2664,d,66,C
2665,d,195,B
2666,c,155,C
2667,e,64,C
2668,c,148,B
2669,b,58,B
2670,b,144,A
2671,a,198,C
2672,d,33,B
2673,d,149,B
2674,c,65,B
2675,a,18,A
2676,c,146,A
2677,c,65,A
2678,c,62,C
2679,a,103,B
2680,c,102,B
2681,d,41,A
2682,e,91,B
2683,b,196,A
2684,c,188,A
2685,a,133,B
2686,a,126,A
2687,a,146,B
2688,b,187,B
2689,c,192,B
2690,d,124,A
2691,d,188,C
2692,e,16,A
2693,e,111,B
2694,c,144,C
2695,e,175,B
2696,e,196,A
2697,c,25,A
2698,c,126,C
2699,b,168,B
2700,a,44,B
2701,d,143,B
2702,b,166,B
2703,a,114,A
2704,e,31,C
2705,b,157,A
2706,a,86,A
2707,c,190,B
2708,e,184,C
2709,d,138,C
2710,a,11,B
2711,a,196,C
2712,b,147,B
2713,d,58,A
2714,e,114,B
2715,c,81,C
2716,d,183,A
2717,d,193,B
2718,d,164,B
2719,a,100,B
2720,d,144,B
2721,e,86,C
2722,c,100,B
2723,c,164,B
2724,e,92,A
2725,d,175,A
2726,b,62,B
2727,d,100,A
2728,c,119,A
2729,d,60,C
2730,b,115,B
2731,d,122,B
2732,e,122,A
2733,e,172,B
2734,b,150,A
2735,c,161,A
2736,c,117,C
2737,b,194,B
2738,a,198,A
2739,a,28,A
2740,a,62,B
2741,d,27,A
2742,a,70,B
2743,a,38,B
2744,b,32,A
2745,a,27,B
2746,b,111,C
2747,a,43,C
2748,e,190,B
2749,a,89,B
2750,c,184,C
2751,e,89,A
2752,a,173,A
2753,c,148,A
2754,b,71,C
2755,c,99,C
2756,d,17,B
2757,b,123,B
2758,d,64,A
2759,a,3,C
2760,a,158,A
2761,a,15,A
2762,b,101,C
2763,d,81,A
2764,b,139,C
2765,d,112,A
2766,a,127,A
2767,d,175,B
2768,d,161,B
2769,e,13,B
2770,c,21,A
2771,d,132,B
2772,b,62,A
2773,e,44,B
2774,a,154,B
2775,d,96,C
2776,e,177,A
2777,d,25,C
2778,a,44,B
2779,d,120,B
2780,d,22,A
2781,c,73,B
2782,d,34,B
2783,c,104,B
2784,c,103,B
2785,d,11,C
2786,e,64,A
2787,b,117,A
2788,d,164,B
2789,e,133,A
2790,b,22,C
2791,a,159,A
2792,e,192,C
2793,c,72,A
2794,c,61,A
2795,d,90,A
2796,c,190,C
2797,e,164,A
2798,e,17,B
2799,c,67,A
2800,a,51,C
2801,a,179,C
2802,d,182,B
2803,e,5,C
2804,a,12,C
2805,a,38,C
2806,b,15,C
2807,b,122,C
2808,a,54,A
2809,d,129,B
2810,c,32,C
2811,d,132,B
2812,c,39,C
2813,c,128,C
2814,a,79,C
2815,e,14,A
2816,d,183,C
2817,d,65,C
2818,b,114,A
2819,c,180,C
2820,c,21,A
2821,b,102,C
2822,d,78,C
2823,a,163,B
2824,a,109,B
2825,e,8,C
2826,b,81,B
2827,a,160,C
2828,e,117,C
2829,b,4,A
2830,b,156,C
2831,a,110,A
2832,e,106,B
2833,a,78,C
2834,b,127,A
2835,c,70,A
2836,d,97,A
2837,a,16,A
2838,b,146,C
2839,d,149,A
2840,a,194,B
2841,d,193,A
2842,b,196,A
2843,c,7,B
2844,a,170,A
2845,a,40,C
2846,a,105,B
2847,d,6,A
2848,d,40,A
2849,d,86,A
2850,d,45,B
2851,a,108,A
2852,c,179,A
2853,b,59,A
2854,b,89,B
2855,d,23,B
2856,e,164,C
2857,d,139,B
2858,e,91,B
2859,a,196,A
2860,b,189,C
2861,a,147,A
2862,a,103,A
2863,c,196,A
2864,a,15,B
2865,d,97,C
2866,e,74,C
2867,b,197,C
2868,d,91,A
2869,b,152,B
2870,e,11,B
2871,c,95,B
2872,b,181,A
2873,c,83,B
2874,e,54,A
2875,d,69,C
2876,e,111,A
2877,b,168,B
2878,c,152,C
2879,d,187,B
2880,d,112,B
2881,b,21,A
2882,a,106,B
2883,c,115,C
2884,d,102,A
2885,e,83,C
2886,b,190,A
2887,a,150,B
2888,c,95,A
2889,e,70,C
2890,d,150,A
2891,a,193,C
2892,a,22,B
2893,c,50,B
2894,a,120,A
2895,d,23,B
2896,b,60,B
2897,d,47,B
2898,e,178,B
2899,d,90,B
2900,a,61,C
2901,e,66,B
2902,a,173,C
2903,d,62,A
2904,c,26,C
2905,d,73,C
2906,c,26,A
2907,c,20,B
2908,c,52,B
2909,e,172,B
2910,c,28,A
2911,b,85,B
2912,b,24,A
2913,d,34,B
2914,b,24,A
2915,c,163,C
2916,d,28,C
2917,c,161,C
2918,a,24,C
2919,c,40,B
2920,a,197,A
2921,b,196,C
2922,a,133,B
2923,e,33,B
2924,e,63,B
2925,e,2,A
2926,e,27,C
2927,d,143,B
2928,c,88,C
2929,b,2,C
2930,c,22,B
2931,d,164,A
2932,b,97,A
2933,e,134,B
2934,e,184,A
2935,c,153,C
2936,a,64,C
2937,d,136,A
2938,a,79,A
2939,e,154,B
2940,b,77,B
2941,a,180,B
2942,d,176,B
2943,c,23,C
2944,b,167,B
2945,e,139,A
2946,a,91,C
2947,a,68,C
2948,a,200,A
2949,c,26,A
2950,b,200,C
2951,d,41,B
2952,e,35,B
2953,e,77,C
2954,d,28,C
2955,c,42,A
2956,d,81,B
2957,d,95,B
2958,e,162,B
2959,c,53,C
2960,a,59,B
2961,e,145,C
2962,d,158,B
2963,b,19,C
2964,c,167,A
2965,b,157,B
2966,a,116,C
2967,d,162,C
2968,a,90,A
2969,e,200,C
2970,e,186,B
2971,e,195,A
2972,b,199,B
2973,d,73,B
2974,a,95,B
2975,a,138,C
2976,d,19,B
2977,c,160,C
2978,a,19,A
2979,c,1,C
2980,d,123,C
2981,b,56,C
2982,b,43,B
2983,e,144,A
2984,b,118,C
2985,c,175,B
2986,c,25,A
2987,d,133,B
2988,c,192,C
2989,e,128,B
2990,b,89,A
2991,c,134,B
2992,e,198,B
2993,e,159,B
2994,d,46,A
2995,d,81,B
2996,e,186,B
2997,d,94,A
2998,a,36,C
2999,e,78,B
3000,c,23,C
3001,e,18,B
3002,e,171,C
3003,b,124,B
3004,b,70,B
3005,d,194,B
3006,d,33,A
3007,b,195,C
3008,c,171,B
3009,a,166,C
3010,e,179,C
3011,b,74,C
3012,d,37,B
3013,a,98,A
3014,a,10,C
3015,e,141,C
3016,a,67,A
3017,d,141,A
3018,b,69,B
3019,b,42,C
3020,a,71,A
3021,c,192,B
3022,a,76,B
3023,e,23,A
3024,a,111,A
3025,d,33,A
3026,a,67,B
3027,c,94,B
3028,a,9,C
3029,e,28,A
3030,c,53,A
3031,b,80,C
3032,c,145,C
3033,c,140,A
3034,a,135,B
3035,b,53,A
3036,b,99,A
3037,a,117,A
3038,c,28,A
3039,e,126,B
3040,b,73,B
3041,c,64,A
3042,d,38,B
3043,b,4,C
3044,d,83,C
3045,d,196,B
3046,c,32,B
3047,a,130,A
3048,c,45,C
3049,d,59,A
3050,d,25,A
3051,b,190,A
3052,d,78,C
3053,c,26,A
3054,c,122,A
3055,c,192,C
3056,c,118,B
3057,c,104,A
3058,d,56,B
3059,b,11,A
3060,e,39,C
3061,d,82,A
3062,d,121,A
3063,b,112,A
3064,a,68,B
3065,c,196,B
3066,c,50,C
3067,c,27,B
3068,c,119,A
3069,c,29,B
3070,e,34,A
3071,a,93,A
3072,d,105,B
3073,e,119,B
3074,c,2,C
3075,c,42,C
3076,a,39,A
3077,c,21,B
3078,b,72,A
3079,b,19,C
3080,d,96,B
3081,c,55,A
3082,d,16,C
3083,a,45,A
3084,e,87,B
3085,b,15,A
3086,a,33,B
3087,a,25,B
3088,b,200,B
3089,c,154,A
3090,d,197,C
3091,e,41,C
3092,c,47,B
3093,c,30,B
3094,b,150,C
3095,a,86,A
3096,a,51,A
3097,e,119,C
3098,b,70,A
3099,b,58,A
3100,d,134,C
3101,c,64,A
3102,c,187,C
3103,e,89,B
3104,e,191,A
3105,e,104,B
3106,d,2,A
3107,d,20,C
3108,d,111,B
3109,d,92,B
3110,e,149,A
3111,c,98,A
3112,e,15,A
3113,a,135,A
3114,b,1,A
3115,d,179,B
3116,e,9,B
3117,e,24,B
3118,d,73,C
3119,d,122,A
3120,a,40,C
3121,c,170,C
3122,e,130,C
3123,a,157,C
3124,a,140,A
3125,e,110,C
3126,c,126,A
3127,b,21,B
3128,e,118,B
3129,a,135,C
3130,b,34,A
3131,b,117,B
3132,e,116,C
3133,e,62,A
3134,b,121,C
3135,a,133,B
3136,c,194,B
3137,a,18,B
3138,c,22,A
3139,a,109,C
3140,a,157,A
3141,b,5,B
3142,b,31,A
3143,b,88,B
3144,d,67,A
3145,d,116,B
3146,c,54,A
3147,b,138,C
3148,a,32,C
3149,a,175,C
3150,b,179,A
3151,a,67,A
3152,d,36,A
3153,c,56,C
3154,a,82,B
3155,b,63,B
3156,e,108,A
3157,e,54,A
3158,b,81,A
3159,d,88,B
3160,b,175,B
3161,e,7,A
3162,a,183,C
3163,b,54,C
3164,e,57,C
3165,e,123,A
3166,a,193,B
3167,e,68,C
3168,c,182,C
3169,c,14,B
3170,b,108,B
3171,b,164,A
3172,c,105,B
3173,d,112,A
3174,e,167,C
3175,e,72,A
3176,b,157,C
3177,b,102,C
3178,b,144,A
3179,e,42,A
3180,c,19,A
3181,e,136,C
3182,a,159,A
3183,a,95,A
3184,b,8,C
3185,b,146,B
3186,a,125,C
3187,c,160,A
3188,b,41,B
3189,a,35,B
3190,b,65,B
3191,e,54,B
3192,d,58,A
3193,e,24,B
3194,d,123,C
3195,c,19,B
3196,d,24,B
3197,d,53,B
3198,a,154,C
3199,d,121,B
3200,e,167,A
3201,b,108,B
3202,c,131,C
3203,d,184,B
3204,c,84,B
3205,c,76,A
3206,a,17,C
3207,a,164,C
3208,d,135,A
3209,e,49,C
3210,c,152,A
3211,a,98,C
3212,d,60,A
3213,b,177,C
3214,a,99,B
3215,c,1,B
