mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
25.5,4,140,89,2755,15.8,77,"""C1""","""ford mustang ii 2+2"""
18,4,121,112,2933,14.5,72,"""C2""","""volvo 145e (sw)"""
32,4,135,84,2295,11.6,82,"""C1""","""dodge rampage"""
33.5,4,85,70,1945,16.8,77,"""C3""","""datsun f-10 hatchback"""
23,6,198,95,2904,16,73,"""C1""","""plymouth duster"""
29,4,85,52,2035,22.2,76,"""C1""","""chevrolet chevette"""
18,6,225,95,3785,19,75,"""C1""","""plymouth fury"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
29,4,98,83,2219,16.5,74,"""C2""","""audi fox"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
25,4,97.5,80,2126,17,72,"""C1""","""dodge colt hardtop"""
13,8,307,130,4098,14,72,"""C1""","""chevrolet chevelle concours (sw)"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
16,8,318,150,4498,14.5,75,"""C1""","""plymouth grand fury"""
34.7,4,105,63,2215,14.9,81,"""C1""","""plymouth horizon 4"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
27.2,4,141,71,3190,24.8,79,"""C2""","""peugeot 504"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
19.2,8,305,145,3425,13.2,78,"""C1""","""chevrolet monte carlo landau"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
26,4,156,92,2585,14.5,82,"""C1""","""chrysler lebaron medallion"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
15,8,302,130,4295,14.9,77,"""C1""","""mercury cougar brougham"""
13,8,400,190,4422,12.5,72,"""C1""","""chrysler newport royal"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
20,8,262,110,3221,13.5,75,"""C1""","""chevrolet monza 2+2"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
14,8,440,215,4312,8.5,70,"""C1""","""plymouth fury iii"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
13,8,440,215,4735,11,73,"""C1""","""chrysler new yorker brougham"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
36,4,120,88,2160,14.5,82,"""C3""","""nissan stanza xe"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
37.2,4,86,65,2019,16.4,80,"""C3""","""datsun 310"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
30.5,4,98,63,2051,17,77,"""C1""","""chevrolet chevette"""
28,4,90,75,2125,14.5,74,"""C1""","""dodge colt"""
28,4,112,88,2605,19.6,82,"""C1""","""chevrolet cavalier"""
30,4,88,76,2065,14.5,71,"""C2""","""fiat 124b"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
32.2,4,108,75,2265,15.2,80,"""C3""","""toyota corolla"""
33,4,91,53,1795,17.5,75,"""C3""","""honda civic cvcc"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
20.2,6,200,85,2965,15.8,78,"""C1""","""ford fairmont (auto)"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
29,4,85,52,2035,22.2,76,"""C1""","""chevrolet chevette"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
19,6,232,100,2901,16,74,"""C1""","""amc hornet"""
31.5,4,98,68,2045,18.5,77,"""C3""","""honda accord cvcc"""
16,6,250,100,3278,18,73,"""C1""","""chevrolet nova custom"""
27.2,4,141,71,3190,24.8,79,"""C2""","""peugeot 504"""
23.5,6,173,110,2725,12.6,81,"""C1""","""chevrolet citation"""
28,4,116,90,2123,14,71,"""C2""","""opel 1900"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
15,8,350,145,4082,13,73,"""C1""","""chevrolet monte carlo s"""
16,6,250,105,3897,18.5,75,"""C1""","""chevroelt chevelle malibu"""
13,8,350,165,4274,12,72,"""C1""","""chevrolet impala"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
25,4,110,87,2672,17.5,70,"""C2""","""peugeot 504"""
25,4,113,95,2228,14,71,"""C3""","""toyota corona"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
24,4,134,96,2702,13.5,75,"""C3""","""toyota corona"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
20.5,6,200,95,3155,18.2,78,"""C1""","""chevrolet malibu"""
19,6,225,95,3264,16,75,"""C1""","""plymouth valiant custom"""
12,8,350,180,4499,12.5,73,"""C1""","""oldsmobile vista cruiser"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
17.5,8,305,145,3880,12.5,77,"""C1""","""chevrolet caprice classic"""
14,8,318,150,4077,14,72,"""C1""","""plymouth satellite custom (sw)"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
17.5,8,305,145,3880,12.5,77,"""C1""","""chevrolet caprice classic"""
20,6,198,95,3102,16.5,74,"""C1""","""plymouth duster"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
43.1,4,90,48,1985,21.5,78,"""C2""","""volkswagen rabbit custom diesel"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
44.6,4,91,67,1850,13.8,80,"""C3""","""honda civic 1500 gl"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
30,4,135,84,2385,12.9,81,"""C1""","""plymouth reliant"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
18.5,6,250,98,3525,19,77,"""C1""","""ford granada"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
21,4,120,87,2979,19.5,72,"""C2""","""peugeot 504 (sw)"""
32.3,4,97,67,2065,17.8,81,"""C3""","""subaru"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
30,4,97,67,1985,16.4,77,"""C3""","""subaru dl"""
23,8,350,125,3900,17.4,79,"""C1""","""cadillac eldorado"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
23.9,8,260,90,3420,22.2,79,"""C1""","""oldsmobile cutlass salon brougham"""
15,8,304,150,3892,12.5,72,"""C1""","""amc matador (sw)"""
24,4,107,90,2430,14.5,70,"""C2""","""audi 100 ls"""
36.4,5,121,67,2950,19.9,80,"""C2""","""audi 5000s (diesel)"""
32.1,4,98,70,2120,15.5,80,"""C1""","""chevrolet chevette"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
13,8,307,130,4098,14,72,"""C1""","""chevrolet chevelle concours (sw)"""
15,6,250,72,3432,21,75,"""C1""","""mercury monarch"""
23,4,140,83,2639,17,75,"""C1""","""ford pinto"""
25.1,4,140,88,2720,15.4,78,"""C1""","""ford fairmont (man)"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
19.4,8,318,140,3735,13.2,78,"""C1""","""dodge diplomat"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
35.7,4,98,80,1915,14.4,79,"""C1""","""dodge colt hatchback custom"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
18,4,121,112,2933,14.5,72,"""C2""","""volvo 145e (sw)"""
38,4,91,67,1995,16.2,82,"""C3""","""datsun 310 gx"""
25,6,181,110,2945,16.4,82,"""C1""","""buick century limited"""
18.1,8,302,139,3205,11.2,78,"""C1""","""ford futura"""
23,8,350,125,3900,17.4,79,"""C1""","""cadillac eldorado"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
16,8,400,230,4278,9.5,73,"""C1""","""pontiac grand prix"""
13,8,307,130,4098,14,72,"""C1""","""chevrolet chevelle concours (sw)"""
27,4,97,88,2130,14.5,70,"""C3""","""datsun pl510"""
31.6,4,120,74,2635,18.3,81,"""C3""","""mazda 626"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
17,8,304,150,3672,11.5,72,"""C1""","""amc ambassador sst"""
29,4,135,84,2525,16,82,"""C1""","""dodge aries se"""
20.8,6,200,85,3070,16.7,78,"""C1""","""mercury zephyr"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
16.5,8,351,138,3955,13.2,79,"""C1""","""mercury grand marquis"""
19,3,70,97,2330,13.5,72,"""C3""","""mazda rx2 coupe"""
37.2,4,86,65,2019,16.4,80,"""C3""","""datsun 310"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
21,6,200,85,2587,16,70,"""C1""","""ford maverick"""
23,4,122,86,2220,14,71,"""C1""","""mercury capri 2000"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
18,6,225,105,3613,16.5,74,"""C1""","""plymouth satellite sebring"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
19,6,232,90,3211,17,75,"""C1""","""amc pacer"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
24.2,6,146,120,2930,13.8,81,"""C3""","""datsun 810 maxima"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
19,6,250,88,3302,15.5,71,"""C1""","""ford torino 500"""
24,4,113,95,2372,15,70,"""C3""","""toyota corona mark ii"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
20,6,156,122,2807,13.5,73,"""C3""","""toyota mark ii"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
24,6,200,81,3012,17.6,76,"""C1""","""ford maverick"""
14.5,8,351,152,4215,12.8,76,"""C1""","""ford gran torino"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
31.5,4,89,71,1990,14.9,78,"""C2""","""volkswagen scirocco"""
33,4,91,53,1795,17.5,75,"""C3""","""honda civic cvcc"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
13,8,307,130,4098,14,72,"""C1""","""chevrolet chevelle concours (sw)"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
29,4,90,70,1937,14.2,76,"""C2""","""vw rabbit"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
27,4,97,88,2130,14.5,70,"""C3""","""datsun pl510"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
18.5,8,360,150,3940,13,79,"""C1""","""chrysler lebaron town @ country (sw)"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
30,4,135,84,2385,12.9,81,"""C1""","""plymouth reliant"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
39.4,4,85,70,2070,18.6,78,"""C3""","""datsun b210 gx"""
25,4,121,115,2671,13.5,75,"""C2""","""saab 99le"""
29.8,4,134,90,2711,15.5,80,"""C3""","""toyota corona liftback"""
29,4,135,84,2525,16,82,"""C1""","""dodge aries se"""
20.2,6,232,90,3265,18.2,79,"""C1""","""amc concord dl 6"""
33.7,4,107,75,2210,14.4,81,"""C3""","""honda prelude"""
17.5,8,305,145,3880,12.5,77,"""C1""","""chevrolet caprice classic"""
13,8,400,170,4746,12,71,"""C1""","""ford country squire (sw)"""
13,8,440,215,4735,11,73,"""C1""","""chrysler new yorker brougham"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
23,4,115,95,2694,15,75,"""C2""","""audi 100ls"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
14,8,304,150,3672,11.5,73,"""C1""","""amc matador"""
14,8,351,153,4129,13,72,"""C1""","""ford galaxie 500"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
23,4,97,54,2254,23.5,72,"""C2""","""volkswagen type 3"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
31,4,71,65,1773,19,71,"""C3""","""toyota corolla 1200"""
44.3,4,90,48,2085,21.7,80,"""C2""","""vw rabbit c (diesel)"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
24,4,140,92,2865,16.4,82,"""C1""","""ford fairmont futura"""
14,8,318,150,4077,14,72,"""C1""","""plymouth satellite custom (sw)"""
31,4,91,68,1970,17.6,82,"""C3""","""mazda glc custom"""
17,8,304,150,3672,11.5,72,"""C1""","""amc ambassador sst"""
30,4,146,67,3250,21.8,80,"""C2""","""mercedes-benz 240d"""
28.1,4,141,80,3230,20.4,81,"""C2""","""peugeot 505s turbo diesel"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
13,8,350,145,3988,13,73,"""C1""","""chevrolet malibu"""
13,8,302,140,4294,16,72,"""C1""","""ford gran torino (sw)"""
32,4,91,67,1965,15.7,82,"""C3""","""honda civic (auto)"""
24,4,113,95,2278,15.5,72,"""C3""","""toyota corona hardtop"""
13,8,360,170,4654,13,73,"""C1""","""plymouth custom suburb"""
20.3,5,131,103,2830,15.9,78,"""C2""","""audi 5000"""
30,4,135,84,2385,12.9,81,"""C1""","""plymouth reliant"""
13,8,318,150,3940,13.2,76,"""C1""","""plymouth volare premier v8"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
23.2,4,156,105,2745,16.7,78,"""C1""","""plymouth sapporo"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
23.7,3,70,100,2420,12.5,80,"""C3""","""mazda rx-7 gs"""
27.5,4,134,95,2560,14.2,78,"""C3""","""toyota corona"""
38,4,91,67,1965,15,82,"""C3""","""honda civic"""
12,8,429,198,4952,11.5,73,"""C1""","""mercury marquis brougham"""
21,4,122,86,2226,16.5,72,"""C1""","""ford pinto runabout"""
44,4,97,52,2130,24.6,82,"""C2""","""vw pickup"""
15,8,350,145,4082,13,73,"""C1""","""chevrolet monte carlo s"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
27,4,151,90,2735,18,82,"""C1""","""pontiac phoenix"""
28,4,112,88,2605,19.6,82,"""C1""","""chevrolet cavalier"""
25,6,181,110,2945,16.4,82,"""C1""","""buick century limited"""
14,8,400,175,4385,12,72,"""C1""","""pontiac catalina"""
31,4,112,85,2575,16.2,82,"""C1""","""pontiac j2000 se hatchback"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
21.1,4,134,95,2515,14.8,78,"""C3""","""toyota celica gt liftback"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
22.3,4,140,88,2890,17.3,79,"""C1""","""ford fairmont 4"""
26,4,96,69,2189,18,72,"""C2""","""renault 12 (sw)"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
17.5,8,305,140,4215,13,76,"""C1""","""chevrolet chevelle malibu classic"""
36,4,79,58,1825,18.6,77,"""C2""","""renault 5 gtl"""
20.5,6,225,100,3430,17.2,78,"""C1""","""plymouth volare"""
19.1,6,225,90,3381,18.7,80,"""C1""","""dodge aspen"""
22,6,146,97,2815,14.5,77,"""C3""","""datsun 810"""
38,4,91,67,1965,15,82,"""C3""","""honda civic"""
30,4,111,80,2155,14.8,77,"""C1""","""buick opel isuzu deluxe"""
21,6,231,110,3039,15,75,"""C1""","""buick skyhawk"""
27,4,101,83,2202,15.3,76,"""C2""","""renault 12tl"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
21.6,4,121,115,2795,15.7,78,"""C2""","""saab 99gle"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
30.9,4,105,75,2230,14.5,78,"""C1""","""dodge omni"""
43.1,4,90,48,1985,21.5,78,"""C2""","""volkswagen rabbit custom diesel"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
15.5,8,304,120,3962,13.9,76,"""C1""","""amc matador"""
28,4,107,86,2464,15.5,76,"""C2""","""fiat 131"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
37.2,4,86,65,2019,16.4,80,"""C3""","""datsun 310"""
24.2,6,146,120,2930,13.8,81,"""C3""","""datsun 810 maxima"""
13,8,350,145,3988,13,73,"""C1""","""chevrolet malibu"""
14,8,302,137,4042,14.5,73,"""C1""","""ford gran torino"""
36,4,79,58,1825,18.6,77,"""C2""","""renault 5 gtl"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
14,8,302,140,4638,16,74,"""C1""","""ford gran torino (sw)"""
14,8,350,165,4209,12,71,"""C1""","""chevrolet impala"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
26,4,98,79,2255,17.7,76,"""C1""","""dodge colt"""
29.5,4,97,71,1825,12.2,76,"""C2""","""volkswagen rabbit"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
28.4,4,151,90,2670,16,79,"""C1""","""buick skylark limited"""
24,6,200,81,3012,17.6,76,"""C1""","""ford maverick"""
36.1,4,91,60,1800,16.4,78,"""C3""","""honda civic cvcc"""
13,8,318,150,3940,13.2,76,"""C1""","""plymouth volare premier v8"""
16,6,258,110,3632,18,74,"""C1""","""amc matador"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
19.2,6,231,105,3535,19.2,78,"""C1""","""pontiac phoenix lj"""
21,6,200,85,2587,16,70,"""C1""","""ford maverick"""
27,4,112,88,2640,18.6,82,"""C1""","""chevrolet cavalier wagon"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
27,4,151,90,2950,17.3,82,"""C1""","""chevrolet camaro"""
21.1,4,134,95,2515,14.8,78,"""C3""","""toyota celica gt liftback"""
26.5,4,140,72,2565,13.6,76,"""C1""","""ford pinto"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
31,4,91,68,1970,17.6,82,"""C3""","""mazda glc custom"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
33.5,4,151,90,2556,13.2,79,"""C1""","""pontiac phoenix"""
12,8,455,225,4951,11,73,"""C1""","""buick electra 225 custom"""
37.2,4,86,65,2019,16.4,80,"""C3""","""datsun 310"""
21,6,155,107,2472,14,73,"""C1""","""mercury capri v6"""
24.5,4,151,88,2740,16,77,"""C1""","""pontiac sunbird coupe"""
22,6,250,105,3353,14.5,76,"""C1""","""chevrolet nova"""
18,6,225,105,3613,16.5,74,"""C1""","""plymouth satellite sebring"""
25,4,104,95,2375,17.5,70,"""C2""","""saab 99e"""
28,4,98,80,2164,15,72,"""C1""","""dodge colt (sw)"""
29.8,4,89,62,1845,15.3,80,"""C2""","""vokswagen rabbit"""
25,4,90,71,2223,16.5,75,"""C2""","""volkswagen dasher"""
15,6,258,110,3730,19,75,"""C1""","""amc matador"""
40.8,4,85,65,2110,19.2,80,"""C3""","""datsun 210"""
17,8,304,150,3672,11.5,72,"""C1""","""amc ambassador sst"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
11,8,400,150,4997,14,73,"""C1""","""chevrolet impala"""
17.6,8,302,129,3725,13.4,79,"""C1""","""ford ltd landau"""
29,4,90,70,1937,14,75,"""C2""","""volkswagen rabbit"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
35.1,4,81,60,1760,16.1,81,"""C3""","""honda civic 1300"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
19.1,6,225,90,3381,18.7,80,"""C1""","""dodge aspen"""
30,4,97,67,1985,16.4,77,"""C3""","""subaru dl"""
18,8,318,150,3436,11,70,"""C1""","""plymouth satellite"""
36.1,4,91,60,1800,16.4,78,"""C3""","""honda civic cvcc"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
14,8,455,225,4425,10,70,"""C1""","""pontiac catalina"""
16,8,351,149,4335,14.5,77,"""C1""","""ford thunderbird"""
26,4,116,75,2246,14,74,"""C2""","""fiat 124 tc"""
41.5,4,98,76,2144,14.7,80,"""C2""","""vw rabbit"""
37,4,91,68,2025,18.2,82,"""C3""","""mazda glc custom l"""
37,4,119,92,2434,15,80,"""C3""","""datsun 510 hatchback"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
31,4,119,82,2720,19.4,82,"""C1""","""chevy s-10"""
28.8,6,173,115,2595,11.3,79,"""C1""","""chevrolet citation"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
15,8,318,150,3399,11,73,"""C1""","""dodge dart custom"""
19,6,232,100,2901,16,74,"""C1""","""amc hornet"""
33,4,105,74,2190,14.2,81,"""C2""","""volkswagen jetta"""
19,4,122,85,2310,18.5,73,"""C1""","""ford pinto"""
23,8,350,125,3900,17.4,79,"""C1""","""cadillac eldorado"""
23,4,140,83,2639,17,75,"""C1""","""ford pinto"""
30,4,79,70,2074,19.5,71,"""C2""","""peugeot 304"""
16,6,225,105,3439,15.5,71,"""C1""","""plymouth satellite custom"""
32.4,4,108,75,2350,16.8,81,"""C3""","""toyota corolla"""
13,8,318,150,3755,14,76,"""C1""","""dodge d100"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
37,4,85,65,1975,19.4,81,"""C3""","""datsun 210 mpg"""
23.9,4,119,97,2405,14.9,78,"""C3""","""datsun 200-sx"""
13,8,350,175,4100,13,73,"""C1""","""buick century 350"""
14,8,455,225,3086,10,70,"""C1""","""buick estate wagon (sw)"""
19,4,121,112,2868,15.5,73,"""C2""","""volvo 144ea"""
21.5,6,231,115,3245,15.4,79,"""C1""","""pontiac lemans v6"""
20.2,6,200,88,3060,17.1,81,"""C1""","""ford granada gl"""
14,8,340,160,3609,8,70,"""C1""","""plymouth 'cuda 340"""
39,4,86,64,1875,16.4,81,"""C1""","""plymouth champ"""
14,8,351,148,4657,13.5,75,"""C1""","""ford ltd"""
37.7,4,89,62,2050,17.3,81,"""C3""","""toyota tercel"""
11,8,429,208,4633,11,72,"""C1""","""mercury marquis"""
26,4,121,113,2234,12.5,70,"""C2""","""bmw 2002"""
33,4,91,53,1795,17.4,76,"""C3""","""honda civic"""
14,8,318,150,4096,13,71,"""C1""","""plymouth fury iii"""
13,8,318,150,3940,13.2,76,"""C1""","""plymouth volare premier v8"""
20,8,262,110,3221,13.5,75,"""C1""","""chevrolet monza 2+2"""
25.5,4,122,96,2300,15.5,77,"""C1""","""plymouth arrow gs"""
24,6,200,81,3012,17.6,76,"""C1""","""ford maverick"""
32,4,91,67,1965,15.7,82,"""C3""","""honda civic (auto)"""
27.4,4,121,80,2670,15,79,"""C1""","""amc spirit dl"""
15.5,8,400,190,4325,12.2,77,"""C1""","""chrysler cordoba"""
16,8,318,150,4498,14.5,75,"""C1""","""plymouth grand fury"""
28,4,151,90,2678,16.5,80,"""C1""","""chevrolet citation"""
30.7,6,145,76,3160,19.6,81,"""C2""","""volvo diesel"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
11,8,350,180,3664,11,73,"""C1""","""oldsmobile omega"""
15,8,429,198,4341,10,70,"""C1""","""ford galaxie 500"""
23,4,140,83,2639,17,75,"""C1""","""ford pinto"""
33.5,4,98,83,2075,15.9,77,"""C1""","""dodge colt m/m"""
15,6,250,72,3158,19.5,75,"""C1""","""ford maverick"""
34.4,4,98,65,2045,16.2,81,"""C1""","""ford escort 4w"""
16,8,302,140,4141,14,74,"""C1""","""ford gran torino"""
26,4,122,80,2451,16.5,74,"""C1""","""ford pinto"""
15.5,8,350,170,4165,11.4,77,"""C1""","""chevrolet monte carlo landau"""
40.8,4,85,65,2110,19.2,80,"""C3""","""datsun 210"""
20.8,6,200,85,3070,16.7,78,"""C1""","""mercury zephyr"""
33.5,4,85,70,1945,16.8,77,"""C3""","""datsun f-10 hatchback"""
29.9,4,98,65,2380,20.7,81,"""C1""","""ford escort 2h"""
